진입시간,청산시간,종목,방향,진입가,청산가,투입금,수익률,손익,결과,보유초,청산이유
2026-07-17 15:34:34,2026-07-17 16:24:34,ONDOUSDT,LONG,0.36640000,0.36220000,100000.00,-1.2463,-1246.29,LOSS,3000,손절 -1.0%
